CFG,CFG_MEAN,CFG_SD,FFC_MEAN,FFC_SD,CFG_BEI,CFG_BEF,E1 BF,E1 ST,E1 FFC,E2 BF,E2 ST,E2 FFC,E3 BF,E3 ST,E3 FFC,E4 BF,E4 ST,E4 FFC,E5 BF,E5 ST,E5 FFC,E6 BF,E6 ST,E6 FFC,E7 BF,E7 ST,E7 FFC,E8 BF,E8 ST,E8 FFC,E9 BF,E9 ST,E9 FFC,E10 BF,E10 ST,E10 FFC,problemSize,popSize,combProb,mutProb,selectAlgo,recombineAlgo,bitFlappingAlgo,fitnessFunction,maxGenEvol
1725,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,50,300,1,0.4,bintour,spc,bfp,peak,300
1726,25.5,3.930648801406709,301,0.0,10,30,25,MAX_EVOL_LEVEL_REACHED,301,24,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,20,MAX_EVOL_LEVEL_REACHED,301,29,MAX_EVOL_LEVEL_REACHED,301,27,MAX_EVOL_LEVEL_REACHED,301,28,MAX_EVOL_LEVEL_REACHED,301,27,MAX_EVOL_LEVEL_REACHED,301,28,MAX_EVOL_LEVEL_REACHED,301,30,MAX_EVOL_LEVEL_REACHED,301,50,300,1,0.4,bintour,uc,bfp,onemax,300
1727,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,50,300,1,0.4,bintour,uc,bfp,trap,300
1728,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,50,300,1,0.4,bintour,uc,bfp,peak,300
1729,50.1,5.923681287847955,301,0.0,7,59,38,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,55,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,59,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,58,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,spc,bfp,onemax,300
1730,14.2,4.044749683231337,301,0.0,10,22,13,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,19,MAX_EVOL_LEVEL_REACHED,301,12,MAX_EVOL_LEVEL_REACHED,301,12,MAX_EVOL_LEVEL_REACHED,301,10,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,22,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,spc,bfp,trap,300
1731,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,spc,bfp,peak,300
1732,51.1,6.057227088363123,301,0.0,9,62,47,MAX_EVOL_LEVEL_REACHED,301,57,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,42,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,59,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,62,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,uc,bfp,onemax,300
1733,15.6,4.317406628984581,301,0.0,8,25,16,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,19,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,25,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,uc,bfp,trap,300
1734,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,fitprop,uc,bfp,peak,300
1735,47.7,3.874274125562103,301,0.0,4,54,43,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,42,MAX_EVOL_LEVEL_REACHED,301,54,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,spc,bfp,onemax,300
1736,11.8,4.995998398718719,301,0.0,3,22,5,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,22,MAX_EVOL_LEVEL_REACHED,301,10,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,spc,bfp,trap,300
1737,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,spc,bfp,peak,300
1738,51.2,2.9933259094191533,301,0.0,2,56,48,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,55,MAX_EVOL_LEVEL_REACHED,301,55,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,uc,bfp,onemax,300
1739,10.2,5.528109984434101,301,0.0,3,20,9,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,20,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,12,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,uc,bfp,trap,300
1740,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.1,bintour,uc,bfp,peak,300
1741,49.1,4.988987873306569,301,0.0,1,58,58,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,43,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,43,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,spc,bfp,onemax,300
1742,14.6,5.0039984012787215,301,0.0,4,25,7,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,25,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,spc,bfp,trap,300
1743,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,spc,bfp,peak,300
1744,48.7,5.119570294468081,301,0.0,6,61,45,MAX_EVOL_LEVEL_REACHED,301,54,MAX_EVOL_LEVEL_REACHED,301,43,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,61,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,uc,bfp,onemax,300
1745,15.5,4.272001872658765,301,0.0,9,24,12,MAX_EVOL_LEVEL_REACHED,301,10,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,19,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,24,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,uc,bfp,trap,300
1746,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,fitprop,uc,bfp,peak,300
1747,49.7,6.986415389883427,301,0.0,8,65,48,MAX_EVOL_LEVEL_REACHED,301,57,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,40,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,65,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,spc,bfp,onemax,300
1748,9.9,5.166236541235796,301,0.0,6,17,14,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,3,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,spc,bfp,trap,300
1749,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,spc,bfp,peak,300
1750,50.4,5.44426303552648,301,0.0,5,59,50,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,59,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,59,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,42,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,uc,bfp,onemax,300
1751,9.8,5.8275209137333865,301,0.0,6,19,8,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,19,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,uc,bfp,trap,300
1752,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.3,bintour,uc,bfp,peak,300
1753,50.5,3.3241540277189325,301,0.0,6,56,47,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,54,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,55,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,spc,bfp,onemax,300
1754,13.2,6.2257529665093525,301,0.0,7,26,19,MAX_EVOL_LEVEL_REACHED,301,19,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,10,MAX_EVOL_LEVEL_REACHED,301,26,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,spc,bfp,trap,300
1755,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,spc,bfp,peak,300
1756,49.3,3.0016662039607267,301,0.0,4,56,49,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,uc,bfp,onemax,300
1757,15.6,4.317406628984581,301,0.0,9,24,17,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,24,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,uc,bfp,trap,300
1758,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,fitprop,uc,bfp,peak,300
1759,48.1,2.6248809496813377,301,0.0,1,53,53,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,44,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,47,MAX_EVOL_LEVEL_REACHED,301,49,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,spc,bfp,onemax,300
1760,8.2,4.578209256903839,301,0.0,2,15,11,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,12,MAX_EVOL_LEVEL_REACHED,301,1,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,7,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,spc,bfp,trap,300
1761,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,spc,bfp,peak,300
1762,47,4.024922359499621,301,0.0,5,53,48,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,42,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,46,MAX_EVOL_LEVEL_REACHED,301,40,MAX_EVOL_LEVEL_REACHED,301,48,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,uc,bfp,onemax,300
1763,10.4,3.9293765408777,301,0.0,2,15,14,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,14,MAX_EVOL_LEVEL_REACHED,301,12,MAX_EVOL_LEVEL_REACHED,301,4,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,uc,bfp,trap,300
1764,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.5,0.4,bintour,uc,bfp,peak,300
1765,53.4,3.8522720568516444,301,0.0,9,61,46,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,54,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,55,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,52,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,61,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,spc,bfp,onemax,300
1766,13.6,5.642694391866354,301,0.0,7,25,11,MAX_EVOL_LEVEL_REACHED,301,5,MAX_EVOL_LEVEL_REACHED,301,9,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,20,MAX_EVOL_LEVEL_REACHED,301,25,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,13,MAX_EVOL_LEVEL_REACHED,301,8,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,spc,bfp,trap,300
1767,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,spc,bfp,peak,300
1768,52.4,4.882622246293481,301,0.0,7,60,50,MAX_EVOL_LEVEL_REACHED,301,51,MAX_EVOL_LEVEL_REACHED,301,50,MAX_EVOL_LEVEL_REACHED,301,58,MAX_EVOL_LEVEL_REACHED,301,53,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,60,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,56,MAX_EVOL_LEVEL_REACHED,301,45,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,uc,bfp,onemax,300
1769,14.9,4.437341546466758,301,0.0,8,21,15,MAX_EVOL_LEVEL_REACHED,301,6,MAX_EVOL_LEVEL_REACHED,301,15,MAX_EVOL_LEVEL_REACHED,301,11,MAX_EVOL_LEVEL_REACHED,301,17,MAX_EVOL_LEVEL_REACHED,301,20,MAX_EVOL_LEVEL_REACHED,301,10,MAX_EVOL_LEVEL_REACHED,301,21,MAX_EVOL_LEVEL_REACHED,301,18,MAX_EVOL_LEVEL_REACHED,301,16,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,uc,bfp,trap,300
1770,0,0.0,301,0.0,1,0,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,0,MAX_EVOL_LEVEL_REACHED,301,100,50,0.7,0.1,fitprop,uc,bfp,peak,300
